 5439630 98 212 1.2634    11112223  3  2     22       1    3111111111111223411111      1     22    11 222        51 1           1 32  4123332 3079
 5439530 98 212 1.2634    11112223  3  2     22       1    3111111111111223411111      1     22    11 222        51 1           1 32  4123332 3079
 5438730 98 212 1.2864    11335341  3  1     31       2    1221231122123311132222      1     21    13 211        52 1           1 32  4123332 3079
 5438330 46 212 1.0494    11443223  3  2     22       3    3221241122124223311111      2     22    12 212        51 1           1 32  4123342 3051
 5438230107 212  .9484    21555221  3  2     11       2    2322342132234211111122      1     12    11 211        51 1           1 53  3125554 3465
 5434130 98 212 1.2704    11884344  3  2     22       2    3432462243246312232211      1     22    12 212        51 1           1 32  4123332 3079
 5429030 46 212 1.0494    11663121  3  2     31       2    1322352132235123311122      1     12    11 221        51 1           1 32  4123342 3051
 5425030 98 212 1.2704    11774332  3  2     31       1    1332452133245312222121      1     22    13 212        52 1           1 32  4123332 3079
 5424330 84 212  .7594    21112312  5  2     22       3    4111111111111323411121      2     12    13 222        52 1           1 32  1123332 3857
 5423030 94 212  .7634    11335333  3  2     32       4    3221231122123311122111      3     22    13 212        52 1           1 53  3125553 3461
 5422130113 212  .8804    21443332  5  1     31       1    2221241122124323322121      1     21    11 212        51 1           1 53  3125554 3470
 5421230110 212  .6334    11224343  3  2     22       2    3111121111112312232211      1     22    21 212        41 1           1 32  4125442 3281
 5421130110 212  .6334    11224343  3  2     22       2    3111121111112312232211      1     22    21 212        41 1           1 32  4125442 3281
 5419730 38 212  .7744    111133 2  5  2     22       3    31111111111113233   21      2      2    13 212        52 1           1 32  1123341 3840
 5419630 38 212  .7744    111133 2  5  2     22       3    31111111111113233   21      2      2    13 212        52 1           1 32  1123341 3840
 5411530 47 212  .8624    11113312  3  2     22       4    3111111111111323311121      3     12    23 212        12 1           1 43  3123553 3431
 5410730 47 212  .8624    11222314  3  2     32       5    3111121111112323411111      3     22    23 212        52 1           1 43  3123553 3431
 5409730 49 212 1.0104    11663342  3  2     21       2    1322352132235323332221      1     22    11 212        51 1           1 43  5123553 3246
 5405330 85 212 1.1404    21552344  3  2     32       5    4322342132234323432211      3     22    29 212        49 1           1 32  5123231 3862
 5405230 52 212  .6164    11113331  5  2     32       3    3111111111111323322122      2     22    13 232        62 2           1 32  4123342 3051
